scientific_name,inat_common_name,ref_common_name,comment
Pyrostegia venusta,炮仗花,炮仗藤,Inconsistent common name
Pyrrhobryum,刺叶桧藓属,桧藓属,Inconsistent common name
Pyrrosia,石韦属,石韦属,Matched
Pyrrosia adnascens,贴生石韦,贴生石韦,Matched
Pyrrosia angustissima,石蕨,石蕨,Matched
Pyrrosia assimilis,,相近石韦,Missed common name on iNat
Pyrrosia calvata,光石韦,光石韦,Matched
Pyrrosia drakeana,,毡毛石韦,Missed common name on iNat
Pyrrosia hastata,戟叶石韦,戟叶石韦,Matched
Pyrrosia heteractis,,纸质石韦,Missed common name on iNat
Pyrrosia lingua,石韦,石韦,Matched
Pyrrosia petiolosa,有柄石韦,有柄石韦,Matched
Pyrrosia piloselloides,抱树石韦,抱树莲,Inconsistent common name
Pyrrosia porosa,柔软石韦,柔软石韦,Matched
Pyrrosia serpens,,,Missed common name on iNat
Pyrrosia sheareri,庐山石韦,庐山石韦,Matched
Pyrrosia subfurfuracea,绒毛石韦,绒毛石韦,Matched
Pyrus,梨属,梨属,Matched
Pyrus betulifolia,杜梨,杜梨,Matched
Pyrus bretschneideri,白梨,白梨,Matched
Pyrus calleryana,豆梨,豆梨,Matched
Pyrus communis,西洋梨,,Species not included in reference
Pyrus communis pyraster,,,Missed common name on iNat
Pyrus hopeiensis,河北梨,河北梨,Matched
Pyrus pashia,川梨,川梨,Matched
Pyrus phaeocarpa,褐梨,褐梨,Matched
Pyrus pyrifolia,沙梨,沙梨,Matched
Pyrus ussuriensis,秋子梨,秋子梨,Matched
Pyrus xerophila,木梨,木梨,Matched
Quercus,栎属,栎属,Matched
Quercus acutissima,麻栎,麻栎,Matched
Quercus aliena,槲栎,槲栎,Matched
Quercus aquifolioides,川滇高山栎,川滇高山栎,Matched
Quercus arbutifolia,倒卵叶青冈,倒卵叶青冈,Matched
Quercus auricoma,雷公青冈,,Species not included in reference
Quercus baloot,巴洛特栎,巴洛特栎,Matched
Quercus buckleyi,得州红栎,,Species not included in reference
Quercus chenii,小叶栎,小叶栎,Matched
Quercus chungii,,福建青冈,Missed common name on iNat
Quercus delavayi,,黄毛青冈,Missed common name on iNat
Quercus dentata,槲树,槲树,Matched
Quercus dentata stewardii,,,Missed common name on iNat
Quercus edithiae,华南青冈,华南青冈,Matched
Quercus engleriana,巴东栎,巴东栎,Matched
Quercus fabri,白栎,白栎,Matched
Quercus franchetii,锥连栎,锥连栎,Matched
Quercus gilva,赤皮青冈,赤皮青冈,Matched
Quercus glauca,青冈栎,青冈,Inconsistent common name
Quercus griffithii,,大叶栎,Missed common name on iNat
Quercus guyavifolia,帽斗栎,帽斗栎,Matched
Quercus kerrii,毛叶青冈,毛叶青冈,Matched
Quercus lamellosa,薄片青冈,薄片青冈,Matched
Quercus longispica,长穗高山栎,长穗高山栎,Matched
Quercus macrocalyx,饭甑青冈,,Species not included in reference
Quercus mongolica,蒙古栎,蒙古栎,Matched
Quercus monimotricha,矮高山栎,矮高山栎,Matched
Quercus myrsinifolia,小叶青冈,小叶青冈,Matched
Quercus nigra,黑栎,,Species not included in reference
Quercus pachyloma,卷斗栎,毛果青冈,Inconsistent common name
Quercus palustris,沼生栎,沼生栎,Matched
Quercus pannosa,,黄背栎,Missed common name on iNat
Quercus phellos,柳叶栎,,Species not included in reference
Quercus phillyreoides,乌冈栎,乌冈栎,Matched
Quercus robur,夏栎,夏栎,Matched
Quercus rubra,北美红栎,,Species not included in reference
Quercus schottkyana,滇青冈,,Species not included in reference
Quercus semecarpifolia,高山栎,高山栎,Matched
Quercus senescens,,灰背栎,Missed common name on iNat
Quercus serrata,枹栎,枹栎,Matched
Quercus serrata brevipetiolata,短柄枹栎,,Species not included in reference
Quercus spinosa,刺叶高山栎,刺叶高山栎,Matched
Quercus texana,娜塔栎,,Species not included in reference
Quercus variabilis,栓皮栎,栓皮栎,Matched
Quercus wislizeni,内陆红栎,,Species not included in reference
Quesnelia,,,Missed common name on iNat
Quillaja saponaria,皂树,,Species not included in reference
Quinquefoliae,五针松(白皮松)组,,Species not included in reference
Quisqualis,使君子属,,Species not included in reference
Racemosae,黑穗薹草组,,Species not included in reference
Racomitrium,砂藓属,砂藓属,Matched
Racopilum,卷柏藓属,卷柏藓属,Matched
Radermachera,菜豆树属,菜豆树属,Matched
Radermachera hainanensis,海南菜豆树,海南菜豆树,Matched
Radermachera microcalyx,小萼菜豆树,小萼菜豆树,Matched
Radermachera sinica,菜豆树,菜豆树,Matched
Radula,扁萼苔属,扁萼苔属,Matched
Radula complanata,,扁萼苔,Missed common name on iNat
Radula lindenbergiana,芽胞扁萼苔,芽胞扁萼苔,Matched
Rafflesia,,,Missed common name on iNat
Rafnia,,,Missed common name on iNat
Ranalisma rostrata,长喙毛茛泽泻,长喙毛茛泽泻,Matched
Randia aculeata,刺茜树,,Species not included in reference
Ranunculus,毛茛属,毛茛属,Matched
Ranunculus abortivus,小花毛茛,,Species not included in reference
Ranunculus aquatilis,小水毛茛,,Species not included in reference
Ranunculus asiaticus,花毛茛,,Species not included in reference
Ranunculus balangshanicus,,巴朗山毛茛,Missed common name on iNat
Ranunculus bungei,水毛茛,,Species not included in reference
Ranunculus cantoniensis,禺毛茛,禺毛茛,Matched
Ranunculus chinensis,茴茴蒜,茴茴蒜,Matched
Ranunculus distans,,黄毛茛,Missed common name on iNat
Ranunculus glareosus,砾地毛茛,砾地毛茛,Matched
Ranunculus japonicus,毛茛,毛茛,Matched
Ranunculus macranthus,,,Missed common name on iNat
Ranunculus monophyllus,单叶毛茛,单叶毛茛,Matched
Ranunculus multifidus,,,Missed common name on iNat
Ranunculus muricatus,刺果毛茛,刺果毛茛,Matched
Ranunculus natans,浮毛茛,浮毛茛,Matched
Ranunculus polyanthemos,多花毛茛,多花毛茛,Matched
Ranunculus pulchellus,美丽毛茛,美丽毛茛,Matched
Ranunculus repens,匍枝毛茛,匍枝毛茛,Matched
Ranunculus sardous,欧毛茛,欧毛茛,Matched
Ranunculus sceleratus,石龙芮,石龙芮,Matched
Ranunculus sieboldii,扬子毛茛,扬子毛茛,Matched
Ranunculus tanguticus,高原毛茛,高原毛茛,Matched
Ranunculus ternatus,猫爪草,猫爪草,Matched
Raphanus,萝卜属,萝卜属,Matched
Raphanus raphanistrum,野萝卜,野萝卜,Matched
Raphanus sativus,萝卜,萝卜,Matched
Raphanus sativus longipinnatus,,,Missed common name on iNat
Raphanus sativus raphanistroides,蓝花子,,Species not included in reference
Raphia vinifera,象鼻棕,酒椰,Inconsistent common name
Raphiocarpus macrosiphon,长筒漏斗苣苔,长筒漏斗苣苔,Matched
Raphiocarpus sesquifolius,,大叶锣,Missed common name on iNat
Ratibida,松果菊属,,Species not included in reference
Rauvolfia sumatrana,苏门答腊萝芙木,苏门答腊萝芙木,Matched
Rauvolfia tetraphylla,四叶萝芙木,四叶萝芙木,Matched
Rauvolfia verticillata,萝芙木,萝芙木,Matched
Rauvolfia vomitoria,催吐萝芙木,催吐萝芙木,Matched
Ravenala,旅人蕉属,旅人蕉属,Matched
Ravenala madagascariensis,,旅人蕉,Missed common name on iNat
Ravenea rivularis,国王椰子,,Species not included in reference
Ravenia spectabilis,古巴拉贝木,,Species not included in reference
Reaumuria soongorica,红砂,,Species not included in reference
Reboulia,石地钱属,石地钱属,Matched
Reboulia hemisphaerica,石地钱,石地钱,Matched
Reevesia pubescens,梭罗树,梭罗树,Matched
Reevesia thyrsoidea,两广梭罗,两广梭罗树,Inconsistent common name
Regnellidium diphyllum,,,Missed common name on iNat
Rehderodendron kwangtungense,广东木瓜红,广东木瓜红,Matched
Rehderodendron macrocarpum,木瓜红,木瓜红,Matched
Rehmannia,地黄属,地黄属,Matched
Rehmannia chingii,天目地黄,天目地黄,Matched
Rehmannia glutinosa,地黄,地黄,Matched
Rehmannia glutinosa phytoplasma,,,Missed common name on iNat
Reholttumia truncata,,,Missed common name on iNat
Reineckea carnea,吉祥草,吉祥草,Matched
Reinwardtia,石海椒属,石海椒属,Matched
Reinwardtia indica,,石海椒,Missed common name on iNat
Remusatia vivipara,岩芋,岩芋,Matched
Renanthera,火焰兰属,火焰兰属,Matched
Renanthera coccinea,火焰兰,火焰兰,Matched
Renanthera imschootiana,云南火焰兰,云南火焰兰,Matched
Reseda luteola,淡黄木犀草,,Species not included in reference
Reynoutria,虎杖属,虎杖属,Matched
Reynoutria japonica,虎杖,虎杖,Matched
Reynoutria multiflora,何首乌,,Species not included in reference
Reynoutria sachalinensis,,,Missed common name on iNat
Rhabdothamnopsis sinensis,长冠苣苔,长冠苣苔,Matched
Rhachidosorus truncatus,云贵轴果蕨,云贵轴果蕨,Matched
Rhamnella franguloides,猫乳,猫乳,Matched
Rhamnus,鼠李属,鼠李属,Matched
Rhamnus arguta,锐齿鼠李,锐齿鼠李,Matched
Rhamnus bungeana,卵叶鼠李,卵叶鼠李,Matched
Rhamnus cathartica,药鼠李,药鼠李,Matched
Rhamnus davurica,鼠李,鼠李,Matched
Rhamnus globosa,圆叶鼠李,圆叶鼠李,Matched
Rhamnus leptophylla,,薄叶鼠李,Missed common name on iNat
Rhamnus napalensis,尼泊尔鼠李,尼泊尔鼠李,Matched
Rhamnus parvifolia,小叶鼠李,小叶鼠李,Matched
Rhamnus rosthornii,小冻绿树,小冻绿树,Matched
Rhamnus ussuriensis,乌苏里鼠李,乌苏里鼠李,Matched
Rhamnus utilis,冻绿,冻绿,Matched
Rhamnus yoshinoi,东北鼠李,吉野鼠李,Inconsistent common name
Rhaphidophora,崖角藤属,崖角藤属,Matched
Rhaphidophora decursiva,爬树龙,爬树龙,Matched
Rhaphidophora hongkongensis,狮子尾,狮子尾,Matched
Rhaphidophora hookeri,毛过山龙,毛过山龙,Matched
Rhaphidophora korthalsii,科萨尔崖角藤,,Species not included in reference
Rhaphidophora megaphylla,大叶崖角藤,大叶崖角藤,Matched
Rhaphidophora peepla,大叶南苏,大叶南苏,Matched
Rhaphiolepis,石斑木属,石斑木属,Matched
Rhaphiolepis indica,石斑木,石斑木,Matched
Rhaphiolepis salicifolia,柳叶石斑木,柳叶石斑木,Matched
Rhaphiolepis umbellata,厚叶石斑木,厚叶石斑木,Matched
Rhapis,棕竹属,棕竹属,Matched
Rhapis excelsa,棕竹,棕竹,Matched
Rhapis humilis,,矮棕竹,Missed common name on iNat
Rhapis multifida,多裂棕竹,多裂棕竹,Matched
Rhaponticum,漏芦属,漏芦属,Matched
Rheum,大黄属,大黄属,Matched
Rheum acuminatum,心叶大黄,心叶大黄,Matched
Rheum alexandrae,苞叶大黄,苞叶大黄,Matched
Rheum franzenbachii,华北大黄,,Species not included in reference
Rheum likiangense,丽江大黄,丽江大黄,Matched
Rheum nobile,塔黄,塔黄,Matched
Rheum palmatum,掌叶大黄,掌叶大黄,Matched
Rheum pumilum,小大黄,小大黄,Matched
Rheum rhabarbarum,波叶大黄,波叶大黄,Matched
Rheum spiciforme,穗序大黄,穗序大黄,Matched
Rheum tanguticum,鸡爪大黄,鸡爪大黄,Matched
Rheum × hybridum,,,Missed common name on iNat
Rhexia,鹿草属,,Species not included in reference
Rhexia nashii,,,Missed common name on iNat
Rhinacanthus nasutus,灵枝草,灵枝草,Matched
Rhinanthus,鼻花属,鼻花属,Matched
Rhinotropis californica,,,Missed common name on iNat
Rhipsalidopsis gaertneri,,,Missed common name on iNat
Rhipsalis baccifera,丝苇,,Species not included in reference
Rhipsalis teres,,,Missed common name on iNat
Rhizomnium,毛灯藓属,毛灯藓属,Matched
Rhizomnium punctatum,毛灯藓,毛灯藓,Matched
Rhizophora,红树属,红树属,Matched
Rhizophora stylosa,红海兰,红海兰,Matched
Rhodiola,红景天属,红景天属,Matched
Rhodiola atsaensis,亚查红景天,亚查红景天,Matched
Rhodiola atuntsuensis,德钦红景天,德钦红景天,Matched
Rhodiola crenulata,大花红景天,大花红景天,Matched
Rhodiola dumulosa,小丛红景天,小丛红景天,Matched
Rhodiola fastigiata,长鞭红景天,长鞭红景天,Matched
Rhodiola himalensis,喜马红景天,喜马红景天,Matched
Rhodiola humilis,矮生红景天,矮生红景天,Matched
Rhodiola kirilowii,狭叶红景天,狭叶红景天,Matched
Rhodiola quadrifida,四裂红景天,四裂红景天,Matched
Rhodiola rosea,红景天,红景天,Matched
Rhodiola tangutica,唐古红景天,唐古红景天,Matched
Rhodiola yunnanensis,云南红景天,云南红景天,Matched
Rhodobryum,大叶藓属,大叶藓属,Matched
Rhodobryum giganteum,暖地大叶藓,暖地大叶藓,Matched
Rhododendron,杜鹃花属,杜鹃花属,Matched
Rhododendron ambiguum,问客杜鹃,问客杜鹃,Matched
Rhododendron anthopogon,髯花杜鹃,髯花杜鹃,Matched
Rhododendron anwheiense,,,Missed common name on iNat
Rhododendron aureum,牛皮杜鹃,牛皮杜鹃,Matched
Rhododendron auriculatum,,耳叶杜鹃,Missed common name on iNat
Rhododendron bachii,腺萼马银花,,Species not included in reference
Rhododendron balangense,,巴朗杜鹃,Missed common name on iNat
Rhododendron beesianum,,宽钟杜鹃,Missed common name on iNat
Rhododendron calendulaceum,,,Missed common name on iNat
Rhododendron calophytum,美容杜鹃,美容杜鹃,Matched
Rhododendron capitatum,头花杜鹃,头花杜鹃,Matched
Rhododendron catawbiense,酒红杜鹃,,Species not included in reference
Rhododendron cavaleriei,多花杜鹃,多花杜鹃,Matched
Rhododendron cephalanthum,,毛喉杜鹃,Missed common name on iNat
Rhododendron championiae,刺毛杜鹃,刺毛杜鹃,Matched
Rhododendron concinnum,秀雅杜鹃,秀雅杜鹃,Matched
Rhododendron dauricum,兴安杜鹃,兴安杜鹃,Matched
Rhododendron davidsonianum,凹叶杜鹃,凹叶杜鹃,Matched
Rhododendron decorum,大白杜鹃,大白杜鹃,Matched
Rhododendron delavayi,马缨杜鹃,马缨杜鹃,Matched
Rhododendron faberi prattii,,,Missed common name on iNat
Rhododendron farrerae,丁香杜鹃,丁香杜鹃,Matched
Rhododendron ferrugineum,高山玫瑰杜鹃,,Species not included in reference
Rhododendron florulentum,龙岩杜鹃,,Species not included in reference
Rhododendron fortunei,云锦杜鹃,云锦杜鹃,Matched
Rhododendron grande,,巨魁杜鹃,Missed common name on iNat
Rhododendron hainanense,,海南杜鹃,Missed common name on iNat
Rhododendron henryi,弯蒴杜鹃,弯蒴杜鹃,Matched
Rhododendron hongkongense,白马银花,白马银花,Matched
Rhododendron hunnewellianum,,岷江杜鹃,Missed common name on iNat
Rhododendron impeditum,粉紫杜鹃,粉紫杜鹃,Matched
Rhododendron indicum,皋月杜鹃,皋月杜鹃,Matched
Rhododendron irroratum,露珠杜鹃,露珠杜鹃,Matched
Rhododendron kwangtungense,广东杜鹃,,Species not included in reference
Rhododendron lacteum,乳黄杜鹃,乳黄杜鹃,Matched
Rhododendron lapponicum,高山杜鹃,高山杜鹃,Matched
Rhododendron latoucheae,鹿角杜鹃,鹿角杜鹃,Matched
Rhododendron leishanicum,雷山杜鹃,雷山杜鹃,Matched
Rhododendron levinei,南岭杜鹃,南岭杜鹃,Matched
Rhododendron longesquamatum,,长鳞杜鹃,Missed common name on iNat
Rhododendron lutescens,黄花杜鹃,黄花杜鹃,Matched
Rhododendron maculiferum,,麻花杜鹃,Missed common name on iNat
Rhododendron maoerense,猫儿山杜鹃,猫儿山杜鹃,Matched
Rhododendron mariae,岭南杜鹃,岭南杜鹃,Matched
Rhododendron mariesii,满山红,,Species not included in reference
Rhododendron maximum,极大杜鹃,,Species not included in reference
Rhododendron micranthum,照山白,照山白,Matched
Rhododendron molle,羊踯躅,羊踯躅,Matched
Rhododendron moulmainense,毛棉杜鹃花,毛棉杜鹃,Inconsistent common name
Rhododendron mucronatum,白花杜鹃,白花杜鹃,Matched
Rhododendron mucronulatum,迎红杜鹃,迎红杜鹃,Matched
Rhododendron neriiflorum,火红杜鹃,火红杜鹃,Matched
Rhododendron nitidulum,光亮杜鹃,光亮杜鹃,Matched
Rhododendron nivale,雪屋杜鹃,雪层杜鹃,Inconsistent common name
Rhododendron nivale boreale,,,Missed common name on iNat
Rhododendron occidentale,,,Missed common name on iNat
Rhododendron oreodoxa,,山光杜鹃,Missed common name on iNat
Rhododendron ovatum,马银花,马银花,Matched
Rhododendron pachytrichum,,绒毛杜鹃,Missed common name on iNat
Rhododendron phaeochrysum,栎叶杜鹃,栎叶杜鹃,Matched
Rhododendron polylepis,多鳞杜鹃,多鳞杜鹃,Matched
Rhododendron ponticum,彭土杜鹃,,Species not included in reference
Rhododendron przewalskii,,陇蜀杜鹃,Missed common name on iNat
Rhododendron przewalskii huzhuense,,,Missed common name on iNat
Rhododendron pseudochrysanthum,阿里山杜鹃,阿里山杜鹃,Matched
Rhododendron pulchrum phoeniceum,凤凰杜鹃,,Species not included in reference
Rhododendron racemosum,腋花杜鹃,腋花杜鹃,Matched
Rhododendron rhuyuenense,乳源杜鹃,乳源杜鹃,Matched
Rhododendron rivulare,溪畔杜鹃,溪畔杜鹃,Matched
Rhododendron roxieanum,卷叶杜鹃,卷叶杜鹃,Matched
Rhododendron rubiginosum,,红棕杜鹃,Missed common name on iNat
